Wall time,Step,Value
1524626209.9200115,0,0.17928729951381683
1524626250.4600332,1,0.4097995460033417
1524626291.9677906,2,0.5467705726623535
1524626331.795994,3,0.660356342792511
1524626371.371855,4,0.7594654560089111
1524626418.195449,5,0.795100212097168
1524626458.2005103,6,0.8413140177726746
1524626497.9451451,7,0.8691536784172058
1524626538.0215285,8,0.8802895545959473
1524626578.170769,9,0.8864142298698425
1524626625.4219942,10,0.8936525583267212
1524626665.3225076,11,0.8930957913398743
1524626705.049021,12,0.9070155620574951
1524626744.9457347,13,0.9064587950706482
1524626785.7126837,14,0.917037844657898
1524626833.271552,15,0.910356342792511
1524626873.180059,16,0.9198217988014221
1524626912.7666764,17,0.9097995758056641
1524626952.2958727,18,0.9315145015716553
1524626991.7423334,19,0.923162579536438
1524627038.5057573,20,0.9153674840927124
1524627078.2306795,21,0.9281737208366394
1524627117.964347,22,0.9159242510795593
1524627157.590261,23,0.923162579536438
1524627197.129689,24,0.923162579536438
1524627243.8454447,25,0.9203786253929138
1524627283.339168,26,0.9237194061279297
1524627322.7997816,27,0.9198218584060669
1524627362.250352,28,0.9248329401016235
1524627401.7868252,29,0.9209353923797607
1524627448.531665,30,0.923162579536438
1524627488.0601153,31,0.9181514382362366
1524627527.5097823,32,0.9226058125495911
1524627566.9364712,33,0.9259465336799622
1524627606.2681878,34,0.9276168942451477
1524627652.8983204,35,0.9331848621368408
1524627692.4193616,36,0.9253897666931152
1524627732.0484445,37,0.9326280355453491
1524627771.5590951,38,0.9276169538497925
1524627811.0976458,39,0.9248329401016235
1524627857.6593292,40,0.9226058125495911
1524627897.342659,41,0.9381960034370422
1524627937.0159395,42,0.9209353923797607
1524627976.5741642,43,0.9265033602714539
1524628016.1250892,44,0.9315145015716553
1524628062.651933,45,0.9265033602714539
1524628102.3444517,46,0.9309576749801636
1524628141.9425395,47,0.935968816280365
1524628181.3944252,48,0.9242761731147766
1524628220.8769686,49,0.9192650318145752
1524628267.5048127,50,0.9203786253929138
1524628307.3221583,51,0.9281737208366394
1524628346.7831855,52,0.9309576749801636
1524628386.240324,53,0.929844081401825
1524628425.810991,54,0.9326280951499939
1524628472.3014183,55,0.9265033602714539
1524628511.8104322,56,0.9248329401016235
1524628551.1592484,57,0.9381960034370422
1524628590.5200698,58,0.9354120492935181
1524628629.9091973,59,0.935968816280365
1524628676.5482242,60,0.9315145015716553
1524628715.9671874,61,0.9192650318145752
1524628755.5536604,62,0.9365256428718567
1524628795.1109252,63,0.9287304878234863
1524628834.8335521,64,0.9365256428718567
1524628881.3859031,65,0.9220489859580994
1524628921.0199857,66,0.9393095970153809
1524628960.7177758,67,0.9242761731147766
1524629000.3214655,68,0.942093551158905
1524629039.9408302,69,0.929287314414978
1524629086.5690846,70,0.9304009079933167
1524629125.9274569,71,0.9281737208366394
1524629165.3997436,72,0.9415367245674133
1524629204.8928955,73,0.9387527704238892
1524629244.3576205,74,0.9265033602714539
1524629290.8655376,75,0.9437639117240906
1524629330.3188486,76,0.935968816280365
1524629369.9414942,77,0.9320712685585022
1524629409.5704472,78,0.9265033602714539
1524629449.0966346,79,0.9387527704238892
