Wall time,Step,Value
1524631331.976372,0,2.646144151687622
1524631380.7454643,1,1.707943320274353
1524631424.454035,2,1.2411035299301147
1524631467.9042935,3,0.9986096620559692
1524631511.3137956,4,0.7681423425674438
1524631559.3973858,5,0.6299152374267578
1524631599.591776,6,0.5255002975463867
1524631641.4003618,7,0.47263017296791077
1524631681.2866762,8,0.39511391520500183
1524631722.009918,9,0.32701942324638367
1524631769.8607278,10,0.2707737386226654
1524631811.0152838,11,0.24800840020179749
1524631851.6330848,12,0.22414430975914001
1524631892.405241,13,0.2092217355966568
1524631934.092942,14,0.2070823609828949
1524631984.3078783,15,0.17593011260032654
1524632025.0052273,16,0.16067838668823242
1524632065.7635436,17,0.13596631586551666
1524632104.7901568,18,0.1403227150440216
1524632144.2068367,19,0.1236116960644722
1524632191.397175,20,0.10417886078357697
1524632231.746903,21,0.11223046481609344
1524632272.870957,22,0.11210422217845917
1524632312.9023764,23,0.09697038680315018
1524632353.3037047,24,0.09737011790275574
1524632405.0773082,25,0.08625779300928116
1524632445.6578841,26,0.07631023973226547
1524632485.862579,27,0.07592382282018661
1524632527.0756733,28,0.07770742475986481
1524632567.7324574,29,0.07424873858690262
1524632615.4282596,30,0.0656428411602974
1524632656.4344594,31,0.06730453670024872
1524632699.453837,32,0.06024453043937683
1524632739.5786653,33,0.06969238817691803
1524632778.8122876,34,0.05471936613321304
1524632825.1205192,35,0.056041862815618515
1524632864.4812973,36,0.06309711188077927
1524632903.7697968,37,0.05570866912603378
1524632943.3858075,38,0.061491068452596664
1524632983.9052045,39,0.04785552993416786
1524633031.4383585,40,0.04396803677082062
1524633071.8075995,41,0.0511583536863327
1524633112.2496371,42,0.055642660707235336
1524633153.239137,43,0.059906166046857834
1524633194.061451,44,0.045998714864254
1524633241.0362327,45,0.051581647247076035
1524633281.3254979,46,0.0412706583738327
1524633322.68456,47,0.045031651854515076
1524633363.9245944,48,0.03186386078596115
1524633403.9411569,49,0.039374299347400665
1524633450.4425902,50,0.032743021845817566
1524633488.9763076,51,0.05252521112561226
1524633527.5436556,52,0.04706703871488571
1524633566.1895998,53,0.06224128603935242
1524633604.9079418,54,0.040874551981687546
1524633650.6721573,55,0.03149015083909035
1524633689.4107418,56,0.03869021311402321
1524633728.032,57,0.03474276140332222
1524633766.6224995,58,0.04063528776168823
1524633805.3059742,59,0.034028325229883194
1524633851.021017,60,0.034228675067424774
1524633889.8409371,61,0.034058235585689545
1524633928.3845224,62,0.05102316290140152
1524633967.2793875,63,0.03619774058461189
1524634007.504337,64,0.036637235432863235
1524634054.759847,65,0.041996657848358154
1524634094.4376123,66,0.02142437919974327
1524634134.5128186,67,0.028396159410476685
1524634175.340332,68,0.017042703926563263
1524634214.1271822,69,0.030304422602057457
1524634261.5404062,70,0.02727164886891842
1524634302.869695,71,0.023132607340812683
1524634341.868947,72,0.019220992922782898
1524634381.1322591,73,0.020854763686656952
1524634420.274073,74,0.026323026046156883
1524634468.9771755,75,0.04822971299290657
1524634509.7487237,76,0.03552953153848648
1524634550.1129987,77,0.02638430707156658
1524634590.010603,78,0.039090484380722046
1524634629.5401938,79,0.025747481733560562
