Wall time,Step,Value
1524661932.0350235,0,0.1904231607913971
1524666457.1221757,1,0.40089085698127747
1524670998.064645,2,0.5796213746070862
1524675572.642751,3,0.7138084769248962
1524680098.0169027,4,0.7917594909667969
1524684913.8826902,5,0.8563474416732788
1524689422.1125157,6,0.8947661519050598
1524693792.2471108,7,0.9075723886489868
1524698159.1143777,8,0.929287314414978
1524702525.607001,9,0.9515590071678162
1524707340.081839,10,0.9526726007461548
1524711701.8850617,11,0.9660356640815735
1524716050.78579,12,0.9721603393554688
1524720463.9291651,13,0.9738307595252991
1524724881.2441292,14,0.9749443531036377
1524729527.4397027,15,0.9710468053817749
1524733942.2956128,16,0.9738307595252991
1524738465.4659333,17,0.9860801696777344
1524742828.818294,18,0.9844098091125488
1524747263.163693,19,0.9799554944038391
1524751998.2529695,20,0.9883073568344116
1524756359.5025508,21,0.9832962155342102
1524760742.9502518,22,0.9855234026908875
1524765092.4366858,23,0.9927616715431213
1524769436.373612,24,0.9855234026908875
1524774055.5847144,25,0.9866369962692261
1524778405.6441698,26,0.9922049045562744
1524782755.7471514,27,0.9905345439910889
1524787099.0354273,28,0.99387526512146
1524791447.254068,29,0.993318498134613
1524796061.5445194,30,0.9916481375694275
1524800323.9383283,31,0.9922049045562744
1524804560.9631479,32,0.9944320917129517
1524808888.8469255,33,0.99387526512146
1524813188.4309497,34,0.9910913109779358
1524817795.7680168,35,0.9916481375694275
1524822152.1642885,36,0.9927616715431213
1524826733.1349728,37,0.9927616715431213
1524831384.1071386,38,0.993318498134613
1524836084.8063517,39,0.9949888586997986
1524840851.0964406,40,0.9955456852912903
1524845289.6791422,41,0.9961024522781372
1524849653.9800704,42,0.9977728128433228
1524854011.0645857,43,0.9944320917129517
1524858375.309511,44,0.99387526512146
1524863004.2085922,45,0.9944320917129517
1524867365.0983253,46,0.9955456852912903
1524871724.5809803,47,0.9966592192649841
1524876065.2329335,48,0.9994432330131531
1524880537.6432176,49,0.9961024522781372
1524885385.5691543,50,0.9961024522781372
1524889718.2097619,51,0.9944320917129517
1524894061.645109,52,0.9972160458564758
1524898398.147159,53,0.9966592192649841
1524902737.2491584,54,0.9972160458564758
1524907345.2369213,55,0.9988864064216614
1524911684.3507094,56,0.9972160458564758
1524916011.075542,57,0.9988864064216614
1524920336.4151428,58,0.9966592192649841
1524924667.4763868,59,0.9922049045562744
1524929272.8591545,60,0.9916481375694275
1524933607.5493546,61,0.9927616715431213
1524937941.7222757,62,0.9955456852912903
1524942277.6553538,63,0.9966592192649841
1524946613.5849543,64,0.9994432330131531
1524951212.6072423,65,0.9949888586997986
1524955545.314489,66,0.9910913109779358
1524959905.590597,67,0.9977728128433228
1524964892.8260763,68,0.9983296394348145
1524969451.434845,69,0.9977728128433228
1524974337.9690955,70,0.9966592192649841
1524978715.7287948,71,0.9966592192649841
1524983002.2810209,72,0.9977728128433228
1524987240.0577035,73,0.9905345439910889
1524991894.8401163,74,0.9916481375694275
1524996776.5641158,75,0.9972160458564758
1525001104.0894227,76,0.9955456852912903
1525005438.4245248,77,0.9949888586997986
1525009869.1136727,78,0.9955456852912903
1525014200.1594357,79,0.9972160458564758
