Wall time,Step,Value
1524581474.9938776,0,2.81484317779541
1524581513.4991603,1,1.9667891263961792
1524581552.0150547,2,1.556905746459961
1524581590.6401465,3,1.2794160842895508
1524581629.1072223,4,1.0113773345947266
1524581674.671418,5,0.83689945936203
1524581713.2042851,6,0.6865349411964417
1524581751.56395,7,0.5732250213623047
1524581789.8734722,8,0.4627509117126465
1524581828.1049738,9,0.44275394082069397
1524581873.562994,10,0.3633129894733429
1524581911.9912148,11,0.3486994206905365
1524581950.3082647,12,0.27849844098091125
1524581988.8036344,13,0.2332862913608551
1524582027.2361581,14,0.22111453115940094
1524582072.6390393,15,0.20507793128490448
1524582111.0308251,16,0.1930467039346695
1524582149.3675253,17,0.17274866998195648
1524582187.8287945,18,0.1463860422372818
1524582226.2612958,19,0.1415357142686844
1524582271.6958492,20,0.11302857846021652
1524582310.424153,21,0.10839557647705078
1524582349.9279172,22,0.10801204293966293
1524582388.7544997,23,0.11693857610225677
1524582427.5118203,24,0.11056008189916611
1524582473.414751,25,0.10821076482534409
1524582512.107076,26,0.09594738483428955
1524582550.8728433,27,0.07368364930152893
1524582589.606984,28,0.08585861325263977
1524582628.2890446,29,0.07231554388999939
1524582674.3336031,30,0.08212628215551376
1524582713.1263163,31,0.07167725265026093
1524582751.8182495,32,0.052343979477882385
1524582790.7275357,33,0.05571342259645462
1524582829.4048085,34,0.06209759786725044
1524582875.2991896,35,0.04362279176712036
1524582913.8651943,36,0.05327799171209335
1524582952.5822165,37,0.05761769786477089
1524582991.2856073,38,0.052451930940151215
1524583030.2517211,39,0.04721200838685036
1524583076.277855,40,0.059970106929540634
1524583115.0477731,41,0.04630075395107269
1524583153.665251,42,0.057224661111831665
1524583192.9328752,43,0.05196619778871536
1524583231.3666632,44,0.06294713914394379
1524583276.815152,45,0.05731651559472084
1524583315.3622875,46,0.04377498850226402
1524583353.771382,47,0.038631003350019455
1524583392.225392,48,0.05008557066321373
1524583430.5905943,49,0.057689961045980453
1524583476.1645832,50,0.058879222720861435
1524583514.675302,51,0.05838997662067413
1524583552.90109,52,0.053322192281484604
1524583591.1985674,53,0.042957112193107605
1524583629.4275339,54,0.042197566479444504
1524583674.7590754,55,0.04115710407495499
1524583713.0498827,56,0.036064714193344116
1524583751.3679743,57,0.02872358076274395
1524583790.077922,58,0.035747505724430084
1524583828.5044773,59,0.04560532420873642
1524583874.0836923,60,0.04487789049744606
1524583912.5641108,61,0.046706099063158035
1524583951.0738206,62,0.037231817841529846
1524583989.5407956,63,0.03125645965337753
1524584028.0410938,64,0.023715222254395485
1524584073.543843,65,0.02243754453957081
1524584112.000759,66,0.022180715575814247
1524584150.3570065,67,0.031387295573949814
1524584188.7674158,68,0.03628368675708771
1524584227.3331378,69,0.02495458722114563
1524584272.839479,70,0.047337353229522705
1524584311.2263355,71,0.039277032017707825
1524584350.0059454,72,0.033003613352775574
1524584388.3995821,73,0.031360164284706116
1524584427.5640643,74,0.03193504735827446
1524584473.242713,75,0.03500157222151756
1524584511.7320251,76,0.024404041469097137
1524584550.3246613,77,0.02980426698923111
1524584588.8034463,78,0.029903395101428032
1524584627.423383,79,0.036201104521751404
