Wall time,Step,Value
1524581474.9938776,0,0.17650334537029266
1524581513.4991603,1,0.34131401777267456
1524581552.0150547,2,0.4699331820011139
1524581590.6401465,3,0.5489977598190308
1524581629.1072223,4,0.6581291556358337
1524581674.671418,5,0.7232739329338074
1524581713.2042851,6,0.7856347560882568
1524581751.56395,7,0.8062360882759094
1524581789.8734722,8,0.8518930673599243
1524581828.1049738,9,0.8535634875297546
1524581873.562994,10,0.8864142894744873
1524581911.9912148,11,0.8869710564613342
1524581950.3082647,12,0.910356342792511
1524581988.8036344,13,0.9253897666931152
1524582027.2361581,14,0.9304009079933167
1524582072.6390393,15,0.9354120492935181
1524582111.0308251,16,0.9342984557151794
1524582149.3675253,17,0.9409799575805664
1524582187.8287945,18,0.954899787902832
1524582226.2612958,19,0.9593541026115417
1524582271.6958492,20,0.9671492576599121
1524582310.424153,21,0.9699332118034363
1524582349.9279172,22,0.9704899787902832
1524582388.7544997,23,0.9643652439117432
1524582427.5118203,24,0.9649220705032349
1524582473.414751,25,0.9671492576599121
1524582512.107076,26,0.968262791633606
1524582550.8728433,27,0.9821826219558716
1524582589.606984,28,0.9771714806556702
1524582628.2890446,29,0.9755011200904846
1524582674.3336031,30,0.9716035723686218
1524582713.1263163,31,0.9782850742340088
1524582751.8182495,32,0.9827394485473633
1524582790.7275357,33,0.9844098091125488
1524582829.4048085,34,0.9788419008255005
1524582875.2991896,35,0.9877505898475647
1524582913.8651943,36,0.9832962155342102
1524582952.5822165,37,0.981069028377533
1524582991.2856073,38,0.9821826219558716
1524583030.2517211,39,0.9849665760993958
1524583076.277855,40,0.9793986678123474
1524583115.0477731,41,0.9855234026908875
1524583153.665251,42,0.981069028377533
1524583192.9328752,43,0.9827394485473633
1524583231.3666632,44,0.9799554944038391
1524583276.815152,45,0.981069028377533
1524583315.3622875,46,0.987193763256073
1524583353.771382,47,0.9866369962692261
1524583392.225392,48,0.9855234026908875
1524583430.5905943,49,0.9821826219558716
1524583476.1645832,50,0.9838530421257019
1524583514.675302,51,0.9793986678123474
1524583552.90109,52,0.9832962155342102
1524583591.1985674,53,0.9860801696777344
1524583629.4275339,54,0.9866369962692261
1524583674.7590754,55,0.9844098091125488
1524583713.0498827,56,0.9888641238212585
1524583751.3679743,57,0.9927616715431213
1524583790.077922,58,0.9877505898475647
1524583828.5044773,59,0.9799554347991943
1524583874.0836923,60,0.9866369962692261
1524583912.5641108,61,0.9827394485473633
1524583951.0738206,62,0.9894209504127502
1524583989.5407956,63,0.9910913109779358
1524584028.0410938,64,0.993318498134613
1524584073.543843,65,0.9922049045562744
1524584112.000759,66,0.99387526512146
1524584150.3570065,67,0.9883073568344116
1524584188.7674158,68,0.9899777173995972
1524584227.3331378,69,0.9910913109779358
1524584272.839479,70,0.987193763256073
1524584311.2263355,71,0.9883073568344116
1524584350.0059454,72,0.9877505898475647
1524584388.3995821,73,0.9883073568344116
1524584427.5640643,74,0.9877505898475647
1524584473.242713,75,0.987193763256073
1524584511.7320251,76,0.9916481375694275
1524584550.3246613,77,0.9888641238212585
1524584588.8034463,78,0.9883073568344116
1524584627.423383,79,0.9855234026908875
